"image_name","face","face.label","label","label.label"
"frame_E_9785.jpg","Yes","","Positive Emotion",""
"frame_E_9816.jpg","No","","Neutral Expression",""
"frame_E_9820.jpg","Yes","","Neutral Expression",""
"frame_E_9876.jpg","Yes","","Neutral Expression",""
"frame_E_9890.jpg","Yes","","Neutral Expression",""
"frame_E_9899.jpg","Yes","","Neutral Expression",""
"frame_E_9911.jpg","Yes","","Positive Emotion",""
"frame_E_9926.jpg","No","","Neutral Expression",""
"frame_E_9937.jpg","Yes","","Neutral Expression",""
"frame_E_9974.jpg","Yes","","Neutral Expression",""
"frame_E_9986.jpg","Yes","","Positive Emotion",""
"frame_E_9990.jpg","Yes","","Neutral Expression",""
"frame_E_9996.jpg","Yes","","Negative Emotion",""
